i,100,10000,1000000,100000000
1,0.11,0.10,0.01,0.00
2,0.89,0.53,0.05,0.00
3,2.89,0.19,0.01,0.00
4,2.11,0.29,0.02,0.00
5,0.89,0.00,0.06,0.00
6,0.11,0.24,0.05,0.00
7,4.11,0.63,0.02,0.00
8,0.11,0.33,0.04,0.00
9,1.89,0.00,0.06,0.00
