i,100,10000,1000000,100000000
1,5.89,0.18,0.01,0.00
2,1.89,0.22,0.02,0.00
3,0.89,0.15,0.06,0.00
4,1.11,0.65,0.04,0.00
5,2.11,0.59,0.02,0.01
6,0.89,0.19,0.02,0.00
7,0.89,0.51,0.05,0.00
8,1.11,0.26,0.01,0.00
9,6.11,0.10,0.01,0.00
